,date,not_tip,count(date)
503,2016-06-30 00:00:00,True,10314
504,2016-06-12 00:00:00,False,2123
505,2015-08-06 00:00:00,True,11979
506,2015-11-14 00:00:00,True,20557
507,2015-05-11 00:00:00,False,1634
508,2015-10-19 00:00:00,False,1600
509,2016-02-19 00:00:00,True,14944
510,2015-02-07 00:00:00,True,17606
511,2015-04-11 00:00:00,False,2899
512,2015-04-26 00:00:00,False,2391
513,2015-04-30 00:00:00,False,2041
514,2015-08-03 00:00:00,False,1646
515,2015-09-09 00:00:00,True,10223
516,2015-12-27 00:00:00,True,9892
517,2016-02-11 00:00:00,True,13837
518,2016-03-22 00:00:00,True,11365
519,2016-04-03 00:00:00,False,2672
520,2016-05-08 00:00:00,True,17480
521,2015-02-14 00:00:00,True,1328
522,2015-03-05 00:00:00,False,1293
523,2015-11-16 00:00:00,True,10204
524,2015-12-04 00:00:00,True,14425
525,2016-03-05 00:00:00,True,20719
526,2016-03-19 00:00:00,True,19403
527,2015-02-09 00:00:00,False,1567
528,2015-03-01 00:00:00,True,12470
529,2015-07-06 00:00:00,False,1570
530,2015-08-31 00:00:00,False,1648
531,2015-11-15 00:00:00,False,2379
532,2016-01-22 00:00:00,False,2199
533,2015-04-29 00:00:00,True,12117
534,2015-06-12 00:00:00,False,2199
535,2015-11-08 00:00:00,True,17510
536,2015-01-06 00:00:00,True,8739
537,2015-08-12 00:00:00,True,10954
538,2015-10-08 00:00:00,False,1792
539,2015-11-10 00:00:00,True,11076
540,2016-04-06 00:00:00,True,11559
541,2016-05-06 00:00:00,False,2318
542,2015-03-06 00:00:00,True,11497
543,2015-04-30 00:00:00,True,13064
544,2015-06-30 00:00:00,False,1601
545,2015-07-18 00:00:00,True,18287
546,2015-07-25 00:00:00,False,2793
547,2016-01-11 00:00:00,False,1720
548,2016-01-27 00:00:00,False,1422
549,2016-04-27 00:00:00,False,1957
550,2015-06-08 00:00:00,True,11089
551,2015-07-17 00:00:00,True,11790
552,2015-08-23 00:00:00,True,13813
553,2015-10-18 00:00:00,True,17921
554,2015-12-16 00:00:00,False,1876
555,2016-05-13 00:00:00,True,7472
556,2016-06-24 00:00:00,False,1917
557,2016-06-10 00:00:00,True,11704
558,2015-01-01 00:00:00,True,15277
559,2015-02-03 00:00:00,False,1440
560,2015-04-21 00:00:00,False,1719
561,2015-06-18 00:00:00,False,1775
562,2015-08-05 00:00:00,False,1740
563,2015-08-10 00:00:00,False,1548
564,2016-02-14 00:00:00,True,19170
565,2016-02-25 00:00:00,True,12860
566,2016-05-08 00:00:00,False,2551
567,2015-01-02 00:00:00,False,1804
568,2015-04-04 00:00:00,True,18529
569,2015-09-13 00:00:00,True,16726
570,2016-01-09 00:00:00,True,18031
571,2016-02-23 00:00:00,True,12064
572,2015-07-03 00:00:00,False,2179
573,2015-08-15 00:00:00,False,2914
574,2016-05-14 00:00:00,True,19654
575,2015-01-14 00:00:00,True,11168
576,2015-01-16 00:00:00,False,2359
577,2015-01-29 00:00:00,False,1659
578,2015-04-16 00:00:00,False,2089
579,2015-11-05 00:00:00,False,1791
580,2015-03-31 00:00:00,False,1981
581,2015-10-10 00:00:00,True,16605
582,2015-10-17 00:00:00,True,20501
583,2015-10-20 00:00:00,False,1548
584,2016-03-06 00:00:00,True,17029
585,2016-03-11 00:00:00,False,2483
586,2016-04-23 00:00:00,True,19171
587,2015-01-13 00:00:00,True,10957
588,2015-06-19 00:00:00,True,13714
589,2015-11-15 00:00:00,True,17664
590,2016-01-06 00:00:00,True,10485
591,2016-03-02 00:00:00,True,12549
592,2016-03-24 00:00:00,False,2255
593,2016-04-17 00:00:00,False,416
594,2015-02-22 00:00:00,True,15678
595,2015-03-24 00:00:00,False,1935
596,2015-03-28 00:00:00,True,21412
597,2015-08-06 00:00:00,False,1797
598,2015-09-16 00:00:00,True,10904
599,2015-09-18 00:00:00,True,13793
600,2016-03-15 00:00:00,True,10560
601,2016-06-01 00:00:00,False,1505
602,2015-07-26 00:00:00,True,16378
603,2015-09-30 00:00:00,False,1672
604,2016-02-02 00:00:00,False,1624
605,2016-04-09 00:00:00,False,3052
606,2015-01-04 00:00:00,False,1822
607,2015-07-11 00:00:00,True,17149
608,2015-11-20 00:00:00,False,520
